#ボスID,キャラID,#,
#,,#,
#,,#,
#100160020,,#,
100160021,,#,
#100160030,,#,
100160031,,#,
100160032,,#,
#100160040,,#,
100160041,,#,
100160042,,#,
100160043,,#,
100160044,,#,
100160045,,#,
,,#,
100161051,,#,
100161052,,#,
100161053,,#,
100161054,,#,
100161055,,#,
100161056,,#,
,,#,
,,#,
,,#,
200010001,60100037,#,
200010002,60100037,#,
200010003,60100037,#,
,,#,
200010011,60100037,#,
200010012,60100037,#,
200010013,60100037,#,
,,#,
200010021,60100037,#,
200010022,60100037,#,
200010023,60100037,#,
,,#,
200010031,60100037,#,
200010032,60100037,#,
200010033,60100037,#,
,,#,
200010041,60100037,#,
200010042,60100037,#,
200010043,60100037,#,
,,#,
,,#,
200020001,60100038,#,
200020002,60100038,#,
200020003,60100038,#,
,,#,
200020011,60100038,#,
200020012,60100038,#,
200020013,60100038,#,
,,#,
200020021,60100038,#,
200020022,60100038,#,
200020023,60100038,#,
,,#,
200020031,60100038,#,
200020032,60100038,#,
200020033,60100038,#,
,,#,
200020041,60100038,#,
200020042,60100038,#,
200020043,60100038,#,
,,#,
,,#,
200030001,60100012,#,
200030002,60100012,#,
200030003,60100012,#,
,,#,
200030011,60100012,#,
200030012,60100012,#,
200030013,60100012,#,
,,#,
200030021,60100012,#,
200030022,60100012,#,
200030023,60100012,#,
,,#,
200030031,60100012,#,
200030032,60100012,#,
200030033,60100012,#,
,,#,
200030041,60100012,#,
200030042,60100012,#,
200030043,60100012,#,
,,#,
,,#,
200040001,60100019,#,
200040002,60100019,#,
200040003,60100019,#,
,,#,
200040011,60100019,#,
200040012,60100019,#,
200040013,60100019,#,
,,#,
200040021,60100019,#,
200040022,60100019,#,
200040023,60100019,#,
,,#,
200040031,60100019,#,
200040032,60100019,#,
200040033,60100019,#,
,,#,
200040041,60100019,#,
200040042,60100019,#,
200040043,60100019,#,
,,#,
,,#,
200050001,10123029,#,
200050002,10123029,#,
200050003,10123029,#,
,,#,
200050011,10123031,#,
200050012,10123031,#,
200050013,10123031,#,
,,#,
200050021,10123037,#,
200050022,10123037,#,
200050023,10123037,#,
,,#,
200050031,10123033,#,
200050032,10123033,#,
200050033,10123033,#,
,,#,
200050041,10123035,#,
200050042,10123035,#,
200050043,10123035,#,
,,#,
,,#,
200060001,10120033,#,
200060002,10120033,#,
200060003,10120034,#,
,,#,
200060011,10120035,#,
200060012,10120035,#,
200060013,10120036,#,
,,#,
200060021,10120027,#,
200060022,10120028,#,
200060023,10120028,#,
,,#,
200060031,10120029,#,
200060032,10120030,#,
200060033,10120030,#,
,,#,
200060041,10120031,#,
200060042,10120031,#,
200060043,10120032,#,
,,#,
,,#,
200070001,10121024,#,
200070002,10121025,#,
200070003,10121025,#,
,,#,
200070011,10121026,#,
200070012,10121026,#,
200070013,10121027,#,
,,#,
200070021,10121028,#,
200070022,10121028,#,
200070023,10121029,#,
,,#,
200070031,10121020,#,
200070032,10121021,#,
200070033,10121021,#,
,,#,
200070041,10121030,#,
200070042,10121030,#,
200070043,10121031,#,
,,#,
,,#,
200080001,10134027,#,
200080002,10134027,#,
200080003,10134028,#,
,,#,
200080011,10134029,#,
200080012,10134029,#,
200080013,10134030,#,
,,#,
200080021,10134025,#,
200080022,10134025,#,
200080023,10134026,#,
,,#,
200080031,10134021,#,
200080032,10134022,#,
200080033,10134022,#,
,,#,
200080041,10134023,#,
200080042,10134024,#,
200080043,10134024,#,
,,#,
,,#,
200090001,10116013,#,
200090002,10116013,#,
200090003,10116014,#,
,,#,
200090011,10116015,#,
200090012,10116016,#,
200090013,10116016,#,
,,#,
200090021,10116017,#,
200090022,10116017,#,
200090023,10116018,#,
,,#,
200090031,10116019,#,
200090032,10116020,#,
200090033,10116020,#,
,,#,
200090041,10116021,#,
200090042,10116021,#,
200090043,10116022,#,
,,#,
,,#,
200100001,10117019,#,
200100002,10117020,#,
200100003,10117020,#,
,,#,
200100011,10117013,#,
200100012,10117013,#,
200100013,10117014,#,
,,#,
200100021,10117017,#,
200100022,10117017,#,
200100023,10117018,#,
,,#,
200100031,10117015,#,
200100032,10117016,#,
200100033,10117016,#,
,,#,
200100041,10117021,#,
200100042,10117021,#,
200100043,10117022,#,
,,#,
,,#,
200110001,10108019,#,
200110002,10108020,#,
,,#,
200110011,10108021,#,
200110012,10108022,#,
,,#,
200110021,10108023,#,
200110022,10108023,#,
200110023,10108024,#,
,,#,
200110031,10108025,#,
200110032,10108025,#,
200110033,10108026,#,
,,#,
200110041,10108027,#,
200110042,10108027,#,
200110043,10108028,#,
,,#,
,,#,
200120001,10144001,#,
200120002,10144001,#,
200120003,10144002,#,
,,#,
200120011,10144003,#,
200120012,10144003,#,
200120013,10144004,#,
,,#,
200120021,10144007,#,
200120022,10144008,#,
200120023,10144008,#,
,,#,
200120031,10144005,#,
200120032,10144005,#,
200120033,10144006,#,
,,#,
200120041,10144009,#,
200120042,10144010,#,
200120043,10144010,#,
,,#,
,,#,
200130001,10110011,#,
200130002,10110012,#,
,,#,
200130011,10110013,#,
200130012,10110013,#,
200130013,10110014,#,
,,#,
200130021,10110015,#,
200130022,10110015,#,
200130023,10110016,#,
,,#,
200130031,10110017,#,
200130032,10110018,#,
,,#,
200130041,10110019,#,
200130042,10110019,#,
200130043,10110020,#,
,,#,
,,#,
200140001,,#,
200140002,,#,
200140003,,#,
,,#,
200140011,,#,
200140012,,#,
200140013,,#,
,,#,
200140021,,#,
200140022,,#,
200140023,,#,
,,#,
200140031,,#,
200140032,,#,
200140033,,#,
,,#,
200140041,,#,
200140042,,#,
200140043,,#,
,,#,
,,#,
99990001,60000011,#,
99990101,60000011,#,
,,#,
30990102,60998001,#,
30990103,60998001,#,
30990105,60998001,#,
30990106,60998001,#,
,,#,
,,#,
40990103,10998901,#,
40990104,10998902,#,
40990105,10998902,#,
,,#,
40990203,10998903,#,
40990204,10998904,#,
40990205,10998904,#,
,,#,
40990303,10998907,#,
40990304,10998908,#,
40990305,10998908,#,
,,#,
40990403,10998909,#,
40990404,10998910,#,
40990405,10998910,#,
,,#,
99999001,60000060,#,
99999002,60000060,#,
99999003,60000060,#,
99999004,60000060,#,
99999005,60000060,#,
99999006,60000060,#,
,,#,
,,#,
40990603,10995033,#,
40990604,10995034,#,
40990605,10995034,#,
,,#,
40990703,10995035,#,
40990704,10995036,#,
40990705,10995036,#,
,,#,
40990801,10995037,#,
40990802,10995038,#,
40990803,10995038,#,
,,#,
40990901,10995039,#,
40990902,10995040,#,
40990903,10995040,#,
,,#,
40991001,10995041,#,
40991002,10995042,#,
40991003,10995042,#,
,,#,
,,#,
30980102,60000015,#,
30980103,60000015,#,
30980105,60000015,#,
30980106,60000015,#,
,,#,
40980603,10994037,#,
40980604,10994038,#,
40980605,10994038,#,
,,#,
40980703,10994039,#,
40980704,10994040,#,
40980705,10994040,#,
,,#,
40980801,10994041,#,
40980802,10994042,#,
40980803,10994042,#,
,,#,
40980901,10994043,#,
40980902,10994044,#,
40980903,10994044,#,
,,#,
40981001,10994045,#,
40981002,10994046,#,
40981003,10994046,#,
,,#,
,,#,
30980202,60000015,#,
30980203,60000015,#,
30980205,60000015,#,
30980206,60000015,#,
,,#,
,,#,
99990202,60000011,#,
99990203,60000011,#,
99990205,60000011,#,
99990206,60000011,#,
,,#,
99990302,60300334,#,
99990303,60300334,#,
99990305,60300334,#,
99990306,60300334,#,
,,#,
99990402,60000025,#,
99990403,60000025,#,
99990405,60000025,#,
99990406,60000025,#,
,,#,
99990502,60200122,#,
99990503,60200122,#,
99990505,60200122,#,
99990506,60200122,#,
,,#,
99990602,60000213,#,
99990603,60000213,#,
99990605,60000213,#,
99990606,60000213,#,
,,#,
,,#,
30970102,10990063,#,
30970103,10990063,#,
30970105,10990063,#,
30970106,10990063,#,
,,#,
40970603,10990065,#,
40970604,10990065,#,
40970605,10990065,#,
,,#,
40970703,10990066,#,
40970704,10990066,#,
40970705,10990066,#,
,,#,
40970801,10990067,#,
40970802,10990067,#,
40970803,10990067,#,
,,#,
40970901,10990062,#,
40970902,10990062,#,
40970903,10990062,#,
,,#,
40971001,10990064,#,
40971002,10990064,#,
40971003,10990064,#,
,,#,
,,#,
39040102,10125058,#,
39040103,10125058,#,
39040105,10125058,#,
39040106,10125058,#,
,,#,
40960603,10970027,#,
40960604,10970028,#,
40960605,10970028,#,
,,#,
40960703,10970029,#,
40960704,10970030,#,
40960705,10970030,#,
,,#,
40960801,10970031,#,
40960802,10970031,#,
40960803,10970032,#,
,,#,
40960901,10970033,#,
40960902,10970033,#,
40960903,10970034,#,
,,#,
40961001,10970035,#,
40961002,10970035,#,
40961003,10970036,#,
,,#,
,,#,
39000102,60998002,#,
39001102,60998002,#,
39000103,60998002,#,
39001103,60998002,#,
39000105,60998002,#,
39001105,60998002,#,
39000106,60998002,#,
39001106,60998002,#,
39001116,60998002,#,
39000107,60998002,#,
39001127,60998002,#,
39001137,60998002,#,
,,#,
39010102,60998001,#,
39011102,60998001,#,
39010103,60998001,#,
39011103,60998001,#,
39010105,60998001,#,
39011105,60998001,#,
39010106,60998001,#,
39011106,60998001,#,
39011116,60998001,#,
39010107,60998001,#,
39011127,60998001,#,
39011137,60998001,#,
,,#,
39020102,60000015,#,
39021102,60000015,#,
39020103,60000015,#,
39021103,60000015,#,
39020105,60000015,#,
39021105,60000015,#,
39020106,60000015,#,
39021106,60000015,#,
39021116,60000015,#,
39020107,60000015,#,
39021127,60000015,#,
39021137,60000015,#,
,,#,
39030103,10109005,#,
39031103,10109005,#,
39030105,10109005,#,
39031105,10109005,#,
39030106,10109005,#,
39031106,10109005,#,
39031116,10109005,#,
39030107,10109005,#,
39031127,10109005,#,
39031137,10109005,#,
39030108,10109005,#,
39031138,10109005,#,
,,#,
#侠客超妖,,#,
49990603,99968033,#,
49990604,99968034,#,
49990605,99968034,#,
#佣兵超妖,,#,
49980703,99968037,#,
49980704,99968038,#,
49980705,99968038,#,
#戌月型比斯克拉乌利特,,#,
49990103,99968013,#,
49990104,99968014,#,
49990105,99968014,#,
#戌月型比斯克拉乌利特,,#,
49990203,99968001,#,
49990204,99968002,#,
49990205,99968002,#,
#戌月型比斯克拉乌利特,,#,
49990303,99968009,#,
49990304,99968010,#,
49990305,99968010,#,
,,#,
#999910000,,#,
999910001,60400065,#,
999910002,60400065,#,
#999910010,,#,
999910011,60400065,#,
999910012,60400065,#,
#999910020,,#,
999910021,60400065,#,
#999910030,,#,
999910031,60400065,#,
999910032,60400065,#,
#999910040,,#,
999910041,60400065,#,
999910042,60400065,#,
999910043,60400065,#,
999910044,60400065,#,
,,#,
999911051,10165090,#,
999911052,10165090,#,
999911053,10165090,#,
,,#,
,,#,
49990403,99971066,#,
49990404,99971067,#,
49990405,99971067,#,
,,#,
49990503,99971070,#,
49990504,99971071,#,
49990505,99971071,#,
,,#,
49990003,99971074,#,
49990004,99971075,#,
49990005,99971075,#,
,,#,
49990801,99971106,#,
49990802,99971106,#,
49990803,99971106,#,
49990804,99971106,#,
,,#,
49990901,99971107,#,
49990902,99971107,#,
49990903,99971107,#,
49990904,99971107,#,
,,#,
#100110000,,#,
999920001,,#,
999920002,,#,
999920003,,#,
#100110010,,#,
999920011,,#,
999920012,,#,
999920013,,#,
#100110020,,#,
999920021,,#,
999920022,,#,
#100110030,,#,
999920031,,#,
999920032,,#,
999920033,,#,
#100110040,,#,
999920041,,#,
999920042,,#,
999920043,,#,
999920044,,#,
999920045,,#,
,,#,
999921051,,#,
999921052,,#,
999921053,,#,
999921054,,#,
,,#,
999930001,,#,
999931001,,#,
,,#,
999940001,,#,
999940002,,#,
999940003,,#,
999940011,,#,
999940012,,#,
999940013,,#,
999940021,,#,
999940022,,#,
999940031,,#,
999940032,,#,
999940033,,#,
999940041,,#,
999940042,,#,
999940043,,#,
999940044,,#,
,,#,
999941051,,#,
999941052,,#,
999941053,,#,
