#ID,２Ｄ演出,３Ｄ演出,,,,,共通演出,機能1,
#,２D演出スクリプト,３D演出カットインスクリプト,３D演出プレイリスト,着弾エフェクト,着弾位置,チャージ演出プレイリスト,ムービー名,タイプ,ターゲット,自身除く,火,氷,風,光,闇,土,雷,水,無,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8,パラメータ9,パラメータ10,チェイン倍率,ヘイト上限,
1,,,,,,,,NONE,SELECT,,,,,,,,,,,,,,,,,,,,,,,




44305208,enemy_skill_debuff,,,,,,,WEAKNESS,SELECT,,1,1,1,1,1,1,1,1,1,2,300,0,,,,,,,,,,
44305209,enemy_skill_buff,,,,,,,ENCHANT,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,1500,1000,0,0,ICE,,,,,,,
44305209,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
44305229,enemy_skill_buff,,,,,,,ENCHANT,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,1500,1000,0,0,ICE,,,,,,,
44305229,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,
44305239,enemy_skill_buff,,,,,,,ENCHANT,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,1500,1000,0,0,ICE,,,,,,,
44305239,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,3,1,,,,,,,,,,,
44305249,enemy_skill_buff,,,,,,,ENCHANT,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,1500,1000,0,0,ICE,,,,,,,
44305249,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,4,1,,,,,,,,,,,
44305259,enemy_skill_buff,,,,,,,ENCHANT,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,1500,1000,0,0,ICE,,,,,,,
44305259,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,5,1,,,,,,,,,,,
44305210,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1000,0,1000,0,1,INT,0,ICE,MAGIC,,,,
44305211,enemy_skill_attack_noname,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1000,0,1000,0,1,INT,0,ICE,MAGIC,,,,

44305301,enemy_skill_erase,,,,,,,DEBUFF_RELEASE,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,100,0,,,,,,,,,,,
44305302,enemy_skill_buff,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,INT,10000,1000,0,0,,,,,,,
44305303,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1500,0,1,INT,0,ICE,MAGIC,,,,
44305304,enemy_skill_attack_noname,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1500,0,1,INT,0,ICE,MAGIC,,,,
44305305,enemy_skill_attack_noname,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1500,0,1,INT,0,ICE,MAGIC,,,,
44305306,enemy_skill_recovery_buff_0a,,,,,,,HEAL_BY_TARGET_MAXHP,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,200,0,0,,,,,,,,,,
44305306,,,,,,,,ATK_UP_FIXED,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,INT,3000,1000,0,0,,,,,,,
44305307,enemy_skill_recovery_buff_0a,,,,,,,HEAL_BY_TARGET_MAXHP,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,200,0,0,,,,,,,,,,
44305307,,,,,,,,ATK_UP_FIXED,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,INT,3000,1000,0,0,,,,,,,
44305308,enemy_skill_debuff,,,,,,,WEAKNESS,SELECT,,1,1,1,1,1,1,1,1,1,2,300,0,,,,,,,,,,
44305309,enemy_skill_buff,,,,,,,ENCHANT,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,3000,1000,0,0,ICE,,,,,,,
44305309,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
44305329,enemy_skill_buff,,,,,,,ENCHANT,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,3000,1000,0,0,ICE,,,,,,,
44305329,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,
44305339,enemy_skill_buff,,,,,,,ENCHANT,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,3000,1000,0,0,ICE,,,,,,,
44305339,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,3,1,,,,,,,,,,,
44305349,enemy_skill_buff,,,,,,,ENCHANT,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,3000,1000,0,0,ICE,,,,,,,
44305349,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,4,1,,,,,,,,,,,
44305359,enemy_skill_buff,,,,,,,ENCHANT,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,99,3000,1000,0,0,ICE,,,,,,,
44305359,,,,,,,,ENEMY_AI_TRIGGER_FLAG_SET,ENEMY_ALL,,1,1,1,1,1,1,1,1,1,5,1,,,,,,,,,,,
44305310,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,5000,0,1000,0,1,INT,0,ICE,MAGIC,,,,
44305311,enemy_skill_attack_noname,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,INT,0,ICE,MAGIC,,,,


44306001,enemy_skill_debuff,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,1500,1000,0,0,,,,,,,
44306001,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,2500,1000,0,0,,,,,,,
44306001,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,2500,1000,0,0,,,,,,,
44306002,enemy_skill_debuff,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,5000,1000,0,0,,,,,,,
44306002,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,5500,1000,0,0,,,,,,,
44306002,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,5500,1000,0,0,,,,,,,
44306003,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44306004,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306005,enemy_skill_buff,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,1500,1000,0,0,,,,,,,
44306006,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306006,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1250,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306007,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306007,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1250,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306008,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306008,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1250,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306009,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306010,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306011,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306011,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306012,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306012,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306013,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306013,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306014,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306014,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306015,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306015,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306016,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306016,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306017,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306017,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306018,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306018,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306019,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306019,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306020,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306020,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1200,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306021,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44306022,enemy_skill_buff_noname,,,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,1000,1000,0,0,,,,,,,
44306022,,,,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,1000,1000,0,0,,,,,,,

44306101,enemy_skill_debuff,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,3000,1000,0,0,,,,,,,
44306101,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,10000,1000,0,0,,,,,,,
44306101,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,10000,1000,0,0,,,,,,,
44306102,enemy_skill_debuff,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,12000,1000,0,0,,,,,,,
44306102,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,15000,1000,0,0,,,,,,,
44306102,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,15000,1000,0,0,,,,,,,
44306103,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44306104,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,8000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306105,enemy_skill_buff,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,5500,1000,0,0,,,,,,,
44306106,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306106,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306107,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306107,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306108,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306108,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306109,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,500,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306110,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306111,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306111,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306112,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306112,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306113,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306113,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306114,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306114,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306115,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306115,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306116,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306116,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306117,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306117,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306118,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306118,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306119,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306119,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306120,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306120,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,3000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306121,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44306122,enemy_skill_buff_noname,,,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,2500,1000,0,0,,,,,,,
44306122,,,,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,2500,1000,0,0,,,,,,,

44306201,enemy_skill_debuff,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,3500,1000,0,0,,,,,,,
44306201,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,70000,1000,0,0,,,,,,,
44306201,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,70000,1000,0,0,,,,,,,
44306202,enemy_skill_debuff,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,10500,1000,0,0,,,,,,,
44306202,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,165000,1000,0,0,,,,,,,
44306202,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,165000,1000,0,0,,,,,,,
44306203,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44306204,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,12000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306205,enemy_skill_buff,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,10500,1000,0,0,,,,,,,
44306206,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306206,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306207,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306207,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306208,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306208,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,7000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306209,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,1500,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306210,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,0,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306211,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306211,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306212,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306212,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306213,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306213,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306214,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306214,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306215,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306215,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306216,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306216,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306217,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306217,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306218,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306218,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306219,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306219,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306220,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,50,0,,,,,,,,,,,
44306220,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,6000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306221,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44306222,enemy_skill_buff_noname,,,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,5000,1000,0,0,,,,,,,
44306222,,,,,,,,DEF_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,5000,1000,0,0,,,,,,,

44306301,enemy_skill_debuff,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,5000,1000,0,0,,,,,,,
44306301,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,85000,1000,0,0,,,,,,,
44306301,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,85000,1000,0,0,,,,,,,
44306302,enemy_skill_debuff,,,,,,,ATK_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,30000,1000,0,0,,,,,,,
44306302,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,DEF,180000,1000,0,0,,,,,,,
44306302,,,,,,,,GUARD_BREAK_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,MDEF,180000,1000,0,0,,,,,,,
44306303,enemy_skill_buff,,,,,,,ATK_UP_BY_SELF_PARAM,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,MND,1000,0,0,,,,,,,
44306304,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,16000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306305,enemy_skill_buff,,,,,,,ATK_UP_FIXED,SELECT,,1,1,1,1,1,1,1,1,1,99,ATK,17500,1000,0,0,,,,,,,
44306306,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306306,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,10000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306307,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306307,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,10000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306308,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,70,0,,,,,,,,,,,
44306308,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,10000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306309,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,2500,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306310,enemy_skill_attack_0a,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,10000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306311,enemy_skill_attack_0a,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
44306311,,,,,,,,ATTACK_AA,SELECT,,1,1,1,1,1,1,1,1,1,9000,0,1000,0,1,ATK,0,ICE,PHYSICS,,,,
44306312,enemy_skill_attack_noname,,,,,,,ATK_OP_PIERCING,SELECT,,1,1,1,1,1,1,1,1,1,60,0,,,,,,,,,,,
